"cg","metric","con","spearman","p.value"
"sct","SOKAL","MiniMayoSRS_Physicians",0.519637641156846,0.00386477358095205
"sct","LCH","MiniMayoSRS_Coders",0.649644370175834,0.000136953439111417
"sct","INTRINSIC_LCH","MiniMayoSRS_Coders",0.605675857640097,0.000498220006719994
"sct","INTRINSIC_LIN","MiniMayoSRS_Coders",0.609730864335724,0.000445800062009165
"sct","PATH","MiniMayoSRS_Coders",0.649644370175834,0.000136953439111417
"sct","INTRINSIC_PATH","MiniMayoSRS_Coders",0.591045772940885,0.000735093171339239
"sct","RADA","MiniMayoSRS_Coders",0.649644370175834,0.000136953439111417
"sct","INTRINSIC_RADA","MiniMayoSRS_Coders",0.591045772940885,0.000735093171339239
"sct","JACCARD","MiniMayoSRS_Coders",0.609730864335724,0.000445800062009165
"sct","SOKAL","MiniMayoSRS_Coders",0.609730864335724,0.000445800062009165
"sct","LCH","MiniMayoSRS_Combined",0.543960939837931,0.00228697830399709
"sct","INTRINSIC_LCH","MiniMayoSRS_Combined",0.526309521432032,0.00335953428078408
"sct","INTRINSIC_LIN","MiniMayoSRS_Combined",0.55886250497461,0.00162578972651937
"sct","PATH","MiniMayoSRS_Combined",0.543960939837931,0.00228697830399709
"sct","INTRINSIC_PATH","MiniMayoSRS_Combined",0.517585730882931,0.00403267637915356
"sct","RADA","MiniMayoSRS_Combined",0.543960939837931,0.00228697830399709
"sct","INTRINSIC_RADA","MiniMayoSRS_Combined",0.517585730882931,0.00403267637915356
"sct","JACCARD","MiniMayoSRS_Combined",0.55886250497461,0.00162578972651937
"sct","SOKAL","MiniMayoSRS_Combined",0.55886250497461,0.00162578972651937
"msh","LCH","MiniMayoSRS_Physicians",0.441281153046659,0.0165615729144385
"msh","INTRINSIC_LCH","MiniMayoSRS_Physicians",0.402100482815512,0.0305923208295936
"msh","INTRINSIC_LIN","MiniMayoSRS_Physicians",0.393558288074819,0.0346658703253909
"msh","PATH","MiniMayoSRS_Physicians",0.441281153046659,0.0165615729144385
"msh","INTRINSIC_PATH","MiniMayoSRS_Physicians",0.388476018010899,0.0372896184493506
"msh","RADA","MiniMayoSRS_Physicians",0.441281153046659,0.0165615729144385
"msh","INTRINSIC_RADA","MiniMayoSRS_Physicians",0.388476018010899,0.0372896184493506
"msh","JACCARD","MiniMayoSRS_Physicians",0.393558288074819,0.0346658703253909
"msh","SOKAL","MiniMayoSRS_Physicians",0.393558288074819,0.0346658703253909
"msh","LCH","MiniMayoSRS_Coders",0.440024503733175,0.0169089726820359
"msh","INTRINSIC_LCH","MiniMayoSRS_Coders",0.551426400246854,0.00193138958909972
"msh","INTRINSIC_LIN","MiniMayoSRS_Coders",0.498199372118317,0.00595168609628239
"msh","PATH","MiniMayoSRS_Coders",0.440024503733175,0.0169089726820359
"msh","INTRINSIC_PATH","MiniMayoSRS_Coders",0.496559479517532,0.00614469581193202
"msh","RADA","MiniMayoSRS_Coders",0.440024503733175,0.0169089726820359
"msh","INTRINSIC_RADA","MiniMayoSRS_Coders",0.496559479517532,0.00614469581193202
"msh","JACCARD","MiniMayoSRS_Coders",0.498199372118317,0.00595168609628239
"msh","SOKAL","MiniMayoSRS_Coders",0.498199372118317,0.00595168609628239
"msh","LCH","MiniMayoSRS_Combined",0.458575019830702,0.0123505486440679
"msh","INTRINSIC_LCH","MiniMayoSRS_Combined",0.443334696418804,0.016006599499587
"msh","INTRINSIC_LIN","MiniMayoSRS_Combined",0.44578308858983,0.01536514738063
"msh","PATH","MiniMayoSRS_Combined",0.458575019830702,0.0123505486440679
"msh","INTRINSIC_PATH","MiniMayoSRS_Combined",0.440724557088101,0.0167147073439034
"msh","RADA","MiniMayoSRS_Combined",0.458575019830702,0.0123505486440679
"msh","INTRINSIC_RADA","MiniMayoSRS_Combined",0.440724557088101,0.0167147073439034
"msh","JACCARD","MiniMayoSRS_Combined",0.44578308858983,0.01536514738063
"msh","SOKAL","MiniMayoSRS_Combined",0.44578308858983,0.01536514738063
"msh-umls","LCH","MiniMayoSRS_Physicians",0.46150637841328,0.011734278778097
"msh-umls","INTRINSIC_LCH","MiniMayoSRS_Physicians",0.439940435864562,0.0169324266867603
"msh-umls","INTRINSIC_LIN","MiniMayoSRS_Physicians",0.450450958223102,0.0142012559065728
"msh-umls","PATH","MiniMayoSRS_Physicians",0.46150637841328,0.011734278778097
"msh-umls","INTRINSIC_PATH","MiniMayoSRS_Physicians",0.446697200237909,0.0151311954678491
"msh-umls","RADA","MiniMayoSRS_Physicians",0.46150637841328,0.011734278778097
"msh-umls","INTRINSIC_RADA","MiniMayoSRS_Physicians",0.446697200237909,0.0151311954678491
"msh-umls","JACCARD","MiniMayoSRS_Physicians",0.450450958223102,0.0142012559065728
"msh-umls","SOKAL","MiniMayoSRS_Physicians",0.450450958223102,0.0142012559065728
"msh-umls","LCH","MiniMayoSRS_Coders",0.449891473115474,0.014336767176693
"msh-umls","INTRINSIC_LCH","MiniMayoSRS_Coders",0.547020388491504,0.00213495421304019
"msh-umls","INTRINSIC_LIN","MiniMayoSRS_Coders",0.513170756515884,0.00441520779659891
"msh-umls","PATH","MiniMayoSRS_Coders",0.449891473115474,0.014336767176693
"msh-umls","INTRINSIC_PATH","MiniMayoSRS_Coders",0.505160538262112,0.00518863670333672
"msh-umls","RADA","MiniMayoSRS_Coders",0.449891473115474,0.014336767176693
"msh-umls","INTRINSIC_RADA","MiniMayoSRS_Coders",0.505160538262112,0.00518863670333672
"msh-umls","JACCARD","MiniMayoSRS_Coders",0.513170756515884,0.00441520779659891
"msh-umls","SOKAL","MiniMayoSRS_Coders",0.513170756515884,0.00441520779659891
"msh-umls","LCH","MiniMayoSRS_Combined",0.478479874640847,0.00864927578255568
"msh-umls","INTRINSIC_LCH","MiniMayoSRS_Combined",0.475745946964118,0.00909409556705469
"msh-umls","INTRINSIC_LIN","MiniMayoSRS_Combined",0.482222069802373,0.00807023149697422
"msh-umls","PATH","MiniMayoSRS_Combined",0.478479874640847,0.00864927578255568
"msh-umls","INTRINSIC_PATH","MiniMayoSRS_Combined",0.479482171678496,0.00849085822870921
"msh-umls","RADA","MiniMayoSRS_Combined",0.478479874640847,0.00864927578255568
"msh-umls","INTRINSIC_RADA","MiniMayoSRS_Combined",0.479482171678496,0.00849085822870921
"msh-umls","JACCARD","MiniMayoSRS_Combined",0.482222069802373,0.00807023149697422
"msh-umls","SOKAL","MiniMayoSRS_Combined",0.482222069802373,0.00807023149697422
